item-id	version1	version2	category	type	levenshtein	char-delta	char-delta-abs	capitalization	whitespace	punctuation	hyphenation	numbers	abbreviation	cond-major	cond-minor	exp-major	exp-minor	insertion	deletion	combination	cat=copyedit	cat=tbc	type-tbc
09391-5	%	percent	copyedit	abreviation-only	7	-6	6	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
09392-1	the storm front runs northwest to southeast.	The storm's north of me.	tbc	condensation-major	25	20	20	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
09394-1	The best way	So I should be able	tbc	expansion-major	16	-7	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
09394-2	is to go south.	by heading south a ways, letting it pass me to the north, then heading east again.	tbc	expansion-major	71	-67	67	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
09396-1	South	Southeast	tbc	expansion-minor	4	-4	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
09405-1	%.	percent.	copyedit	abreviation-only	7	-6	6	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
09406-1	%	percent	copyedit	abreviation-only	7	-6	6	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
09410-1	in to	into	copyedit	whitespace-only	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
09411-1	ok?	okay?	copyedit	combination	2	-2	2	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
09414-1	%.		tbc	deletion-minor	2	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
09415-1	One	percent.	tbc	expansion-major	7	-5	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
09416-1		Once	tbc	insertion-minor	4	-4	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
09416-2	%	percent,	copyedit	combination	8	-7	7	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0
09418-1	southwest	southeast	tbc	tbc	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
09420-1	km	kilometers	copyedit	abreviation-only	8	-8	8	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
09420-2	km	kilometers	copyedit	abreviation-only	8	-8	8	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
09422-1	495	494	copyedit	numbers-involved	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
09429-1	day.	Day.	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
09431-1	100	eighty	copyedit	numbers-involved	6	-3	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
09433-1	fucking		tbc	deletion-major	7	7	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
09435-1	km	kilometers	copyedit	abreviation-only	8	-8	8	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
09440-1		far enough	tbc	insertion-major	10	-10	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
09440-2	enough		tbc	deletion-major	6	6	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
09442-1		south	tbc	insertion-minor	5	-5	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
09442-2	goes south?	goes?	tbc	condensation-major	6	6	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
09451-1	%.	percent.	copyedit	abreviation-only	7	-6	6	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
09453-1	the	.the	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
09454-1	not	not,	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
09454-2	fuck.)	fuck).	copyedit	punctuation-only	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
09456-1	cause	'cause	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
09456-2	time.	time,	copyedit	punctuation-only	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
09456-3	km	kilometers	copyedit	abreviation-only	8	-8	8	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
09459-1	in to	into	copyedit	whitespace-only	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
09459-2	rugged	rugged,	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
09460-1	and	arid	tbc	expansion-minor	2	-1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
09460-2	km	kilometers	copyedit	abreviation-only	8	-8	8	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
09461-1	air days	Air Days	copyedit	capitalization-only	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
09461-2	km	kilometers	copyedit	abreviation-only	8	-8	8	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
09461-3	505	498	copyedit	numbers-involved	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
09463-1	7	four	copyedit	numbers-involved	4	-3	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
09464-1	44	forty-four	copyedit	numbers-involved	10	-8	8	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
09468-1	Exploration Rover	exploration rover	copyedit	capitalization-only	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
09469-1	km	kilometers	copyedit	abreviation-only	8	-8	8	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
09470-1	actually		tbc	deletion-major	8	8	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
09470-2		in about four sols,	tbc	insertion-major	19	-19	19	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
09471-1		Damn it's tempting.	tbc	insertion-major	19	-19	19	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
09472-1		If I could get Opportunity's radio working, I'd be in touch with humanity again.	tbc	insertion-major	80	-80	80	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
09473-1		NASA would continually tell me my exact position	tbc	insertion-major	48	-48	48	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
09473-2	pull a Pathfinder	best course, warn me if another storm was	tbc	expansion-major	33	-24	24	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
09473-3	it.		tbc	deletion-minor	3	3	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
09474-1	It would take about 4	its way, and generally be there watching over me.	copyedit	numbers-involved	38	-28	28	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
09475-1		But if I'm being honest, that's not the real reason I'm interested.	tbc	insertion-major	67	-67	67	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
09476-1		I'm Sick of being on my own, damn it!	tbc	insertion-major	37	-37	37	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
09477-1		Once I got Pathfinder working, I got used to talking to Earth.	tbc	insertion-major	62	-62	62	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
09478-1		All that went away because I leaned a drill against the wrong table, and now I'm alone again.	tbc	insertion-major	93	-93	93	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
09479-1		I could end that in just four	tbc	insertion-major	29	-29	29	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
09480-1	Thing is,	But	tbc	condensation-major	9	6	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
09480-2	not worth it.	an irrational, stupid thought.	tbc	expansion-major	23	-17	17	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
09481-1	13	eleven	copyedit	numbers-involved	6	-4	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
09482-1	brand new,	brand-new,	copyedit	hyphenation-only	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
09482-2	communication	communications	tbc	expansion-minor	1	-1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
09482-3	weeks.	weeks?	copyedit	punctuation-only	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
09483-1	kind of neat	really tempting	tbc	expansion-major	13	-3	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
09483-2	(man	(man,	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
09483-3	we?)	we?),	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
09483-4	relevant.	the smart move.	tbc	expansion-major	11	-6	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
09486-1	in to	into	copyedit	whitespace-only	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
09489-1	didn't	doesn't	tbc	expansion-minor	3	-1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
09489-2	had	have	tbc	expansion-minor	2	-1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
09491-1	up)	up),	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
09504-1	bullshit		tbc	deletion-major	8	8	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
09505-1		and	tbc	insertion-minor	3	-3	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
09506-1	pop-tent. It's	pop-tent, which is	tbc	expansion-major	8	-4	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
09509-1		that	tbc	insertion-minor	4	-4	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
09509-2	pop tent,	pop-tent,	copyedit	hyphenation-only	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
09510-1	pop tent	pop-tent	copyedit	hyphenation-only	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
09510-2	rover,	rover	copyedit	punctuation-only	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
09510-3	re-attaches	reattaches	copyedit	hyphenation-only	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
09512-1	3	three	copyedit	numbers-involved	5	-4	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
09514-1	Oxygenator	oxygenator	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
09514-2	Atmospheric Regulator.	atmospheric regulator.	copyedit	capitalization-only	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
09518-1	fuckton	shitload	tbc	expansion-major	7	-1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
09518-2	in to	into	copyedit	whitespace-only	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
09522-1	pop-tents	Hab's design	tbc	expansion-major	11	-3	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
09522-2	that again.		tbc	deletion-major	11	11	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
09523-1	I just needed swaths of	that.	tbc	condensation-major	20	18	18	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
09524-1		The	tbc	insertion-minor	3	-3	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
09524-2	so I stole it from wherever I could.		tbc	deletion-major	36	36	36	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
09524-3	a lot		tbc	deletion-minor	5	5	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
09524-4	the pop tents, and they had	it has	tbc	condensation-major	23	21	21	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
09524-5	(triple redundant	(triple-redundant	copyedit	hyphenation-only	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
09525-1	emergency shelter allows the crew on	Hab could be refilled from	tbc	condensation-major	28	10	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
09525-2	to get air in to the crew on the inside.	if necessary.	tbc	condensation-major	32	27	27	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
09526-1	Oxygenator	oxygenator	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
09526-2	Atmospheric Regulator	atmospheric regulator	copyedit	capitalization-only	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
09527-1	atmosphere	atmosphere,	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
09528-1	any more)	anymore),	copyedit	combination	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0
09532-1	Atmospheric Regulator	atmospheric regulator	copyedit	capitalization-only	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
09532-2	Oxygenator	oxygenator	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
09532-3	in to	into	copyedit	whitespace-only	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
09535-1	crater		tbc	deletion-major	6	6	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
09539-1	Day	Day,	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
09543-1	3	three	copyedit	numbers-involved	5	-4	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
09543-2	MAV,	MAV;	copyedit	punctuation-only	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
09547-1	km	kilometers	copyedit	abreviation-only	8	-8	8	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
09548-1	Crater,	Grater,	tbc	tbc	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
09549-1	math	math,	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
09550-1	km,	kilometers,	copyedit	abreviation-only	8	-8	8	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
09550-2	Ramp	ramp	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
09550-3	km	kilometers	copyedit	abreviation-only	8	-8	8	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
09551-1	2-degree	two-degree	copyedit	numbers-involved	3	-2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
09553-1	all new	all-new	copyedit	hyphenation-only	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
09554-1	that...	that....	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
09556-1	either...	either....	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
09558-1	Ok,	Okay,	copyedit	abreviation-only	2	-2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
09558-2	fucking	playing	tbc	tbc	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
09560-1	like	the way	tbc	expansion-major	7	-3	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
09561-1	aeons,	eons,	tbc	condensation-minor	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
09562-1	high pressure	high-pressure	copyedit	hyphenation-only	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
09567-1	upward,	upward	copyedit	punctuation-only	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
09567-2	now		tbc	deletion-minor	3	3	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
09579-1	Upon	On	tbc	condensation-minor	3	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
09580-1		of the ramp	tbc	insertion-major	11	-11	11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
09580-2		it	tbc	insertion-minor	2	-2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
09580-3	navigated.	navigated,	copyedit	punctuation-only	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
09581-1	dunes,	dunes	copyedit	punctuation-only	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
09587-1	5 cm	five centimeters	copyedit	numbers-involved	13	-12	12	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
09590-1	it's	its	copyedit	punctuation-only	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
09591-1	on to	onto	copyedit	whitespace-only	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
09593-1	dragged	fragged	tbc	tbc	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
09596-1	head-long in to	headlong into	copyedit	combination	2	2	2	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0
09599-1	20	twenty	copyedit	numbers-involved	6	-4	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
09599-2	it	the rover	tbc	expansion-major	9	-7	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
09600-1	The rover	It	tbc	condensation-major	9	7	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
09601-1	now missing	now-missing	copyedit	hyphenation-only	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
09603-1	alive	alive,	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
09604-1	Chapter	CHAPTER	copyedit	capitalization-only	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
09618-1	out	out,	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
09622-1	North,	north,	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
09624-1	I'd	T d	tbc	tbc	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
09626-1	on to	onto	copyedit	whitespace-only	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
09627-1	"ok,"""	"okay,"""	copyedit	combination	2	-2	2	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
09630-1	loss	loss,	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
09635-1	"ok."""	"okay."""	copyedit	combination	2	-2	2	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
09638-1	17	seventeen	copyedit	numbers-involved	9	-7	7	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
09639-1	9	nine	copyedit	numbers-involved	4	-3	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
09639-2	in	into	tbc	expansion-minor	2	-2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
09645-1	don't	didn't	tbc	expansion-minor	2	-1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
09645-2	in to	into	copyedit	whitespace-only	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
09649-1	in to	into	copyedit	whitespace-only	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
09652-1	Cause	'Cause	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
09661-1	unfolded	unfolded,	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
09661-2	canvas	canvas,	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
09662-1	ok,	okay,	copyedit	combination	2	-2	2	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
09662-2	Nav Computer	nav computer	copyedit	capitalization-only	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
09668-1	detached	detached,	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
09670-1		been	tbc	insertion-minor	4	-4	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
09674-1	Scooby-Snack.	Scooby Snack.	copyedit	hyphenation-only	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
09675-1	20 L	twenty liters	copyedit	numbers-involved	12	-9	9	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
09675-2	40 days)	forty days),	copyedit	numbers-involved	6	-4	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
09675-3	Regulator	regulator	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
09678-1	they'll last	that gives me	tbc	expansion-major	11	-1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
09678-2	20	twenty	copyedit	numbers-involved	6	-4	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
09681-1	km.	kilometers.	copyedit	abreviation-only	8	-8	8	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
09684-1	51	fifty-one	copyedit	numbers-involved	9	-7	7	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
09690-1	3	three	copyedit	numbers-involved	5	-4	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
09692-1	out		tbc	deletion-minor	3	3	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
09693-1		Luckily,	tbc	insertion-major	8	-8	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
09693-2	in to	into	copyedit	whitespace-only	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
09694-1	28	twenty-eight	copyedit	numbers-involved	12	-10	10	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
09694-2	29 (14	twenty-nine (fourteen	copyedit	numbers-involved	19	-15	15	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
09694-3	7	seven	copyedit	numbers-involved	5	-4	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
09694-4	8	eight	copyedit	numbers-involved	5	-4	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
09694-5	vehicles.)	vehicles).	copyedit	punctuation-only	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
09699-1	fucked	ruined	tbc	tbc	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
09703-1	upside-down	upside down	copyedit	hyphenation-only	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
09706-1	Pop-	pop.	copyedit	combination	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0
09707-1	26	twenty-six	copyedit	numbers-involved	10	-8	8	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
09707-2	my	new	tbc	expansion-minor	3	-1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
09716-1	"""Rolled."		tbc	deletion-major	8	8	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
09717-1	"Fixing now."""	"""ROLLED."	tbc	condensation-major	11	4	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
09718-1		"FIXING NOW."""	tbc	insertion-major	12	-12	12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
09722-1	email	e-mail	copyedit	hyphenation-only	1	-1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
09727-1	"me,"""	me/'	tbc	tbc	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
09735-1	Master's	master's	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
09740-1	"email."""	"e-mail."""	copyedit	hyphenation-only	1	-1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
09743-1	today	today,	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
09749-1		it	tbc	insertion-minor	2	-2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
09749-2	say	say,	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
09765-1	"""Lucky Cable."""	"""lucky cable."""	copyedit	capitalization-only	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
09766-1	in to	into	copyedit	whitespace-only	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
09766-2	in to	into	copyedit	whitespace-only	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
09766-3	drill. Then	drill, then	copyedit	combination	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0
09768-1	1-meter	one-meter	copyedit	numbers-involved	3	-2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
09778-1	on to	onto	copyedit	whitespace-only	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
09783-1	task	task,	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
09788-1	fucking		tbc	deletion-major	7	7	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
09791-1	most	part	tbc	tbc	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
09798-1	damn-near	damn near	copyedit	hyphenation-only	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
09801-1	little	little,	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
09801-2	shit	crap	tbc	tbc	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
09802-1	Long story short: I ran out of daylight.		tbc	deletion-major	40	40	40	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
09814-1		a	tbc	insertion-minor	1	-1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
09817-1	god	God,	copyedit	combination	2	-1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0
09818-1	down	down,	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
09823-1	up.	up,	copyedit	punctuation-only	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
09823-2	in to.	into.	copyedit	whitespace-only	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
09825-1	by	meter across,	tbc	expansion-major	13	-11	11	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
09825-2	meters,	meters wide,	tbc	expansion-minor	5	-5	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
09828-1	in to	into	copyedit	whitespace-only	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
09829-1	on to	onto	copyedit	whitespace-only	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
09830-1		had	tbc	insertion-minor	3	-3	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
09832-1	fucking	damn	tbc	condensation-major	6	3	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
09834-1	now,	now	copyedit	punctuation-only	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
09841-1		nothin' tea.	tbc	insertion-major	12	-12	12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
09842-1	Tea.		tbc	deletion-minor	4	4	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
09843-1	Nothin' Tea	tea	tbc	condensation-major	8	8	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
09845-1	Potato Skin Tea	potato skin tea	copyedit	capitalization-only	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
09847-1	in to	into	copyedit	whitespace-only	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
